Id,SalePrice
2,122144.61247893497
4,262205.2110941462
6,195668.54754581398
7,219445.32722443782
17,215987.8364855326
18,319451.92749158473
22,180997.4196252066
27,111959.10141799223
31,106124.06105392866
36,146924.19574349612
39,388652.13392171974
40,233299.32207801068
42,294196.38792653335
46,221314.49747328073
53,171837.42672536348
58,176874.62730744938
61,321659.0049445065
72,236448.82603876732
79,122172.30658107036
80,221880.5904913516
82,160154.62180909282
83,96170.58023725236
85,145601.46669121535
88,118866.45934115726
92,279607.5538158745
93,302667.67842029454
95,190196.77011565355
102,166741.22574735765
103,175706.25413712097
106,235329.55113861006
107,154429.01709691458
110,228776.05495424964
114,195588.86701038008
116,192445.80199339997
117,153962.76589777612
118,132430.30763143869
125,161256.05477819845
126,159591.88484537217
127,119375.96087733009
128,225032.07391010103
134,145365.29805560465
135,178705.49467997075
137,252969.48623492284
143,141391.069808111
147,126299.10005553073
148,175304.77048042245
150,118778.68533444438
156,133287.57364013756
157,126199.83861358232
159,142292.12567441555
161,325018.7672022646
167,134985.68656086255
170,113883.14595477046
171,91334.25164262493
175,99875.22012868496
179,128202.02113319511
181,109187.59293478953
186,207084.38096619688
193,192024.77598782518
194,94086.96937799628
206,103307.43019305689
208,160885.69245650267
210,171554.13246294102
211,84680.84484789372
212,101353.17670422792
214,78376.34685807729
215,145254.41948548122
217,119321.80698527163
222,150840.02488331497
227,135705.47899570543
228,142136.06210423112
233,224633.09778340216
235,108219.14118659546
238,134556.65143166846
241,163178.52679342337
252,181246.4890349525
253,181981.24142688763
256,148490.75272666465
257,143155.98328721686
258,194465.4617549918
259,180261.32484855127
261,162039.10871838432
263,116584.92974861471
266,233376.28818954452
267,225273.81741847724
270,152016.13897222828
271,244186.39501537776
276,111966.31541411995
285,155702.8016082804
288,69480.70539183334
289,133454.4008432331
290,115748.54105058519
291,128654.55358721082
292,98589.52944311488
293,206494.220649922
294,205680.81268757247
295,164113.99786711452
304,105479.0801642131
322,328555.4001130791
326,165966.59443781935
327,103617.57109837938
328,139372.37138617315
331,93156.23219390193
332,87223.23831945137
333,108773.16433184687
335,139132.57344506466
337,155009.70881945713
342,114410.11613928698
343,168308.78326247016
347,184976.84171012815
350,445955.97700456204
352,211444.46446430837
358,196681.96361850068
359,172383.4625228425
360,160556.61454297986
368,310714.4538657264
369,258470.97323207115
373,178279.06884502017
377,286235.0058120223
383,188519.3009683764
386,228322.45204751845
387,229665.17101885827
390,153831.40543686418
391,150492.47939323
395,152378.58455578412
397,145371.19869167215
398,112584.83958755097
401,112879.80115440197
404,137443.22036670553
