Id,SalePrice
2,118179.18834881234
4,270522.4144926511
6,207495.83376450467
7,211932.87151334033
17,219282.6054491474
18,325275.55573594326
22,176680.1673761956
27,111440.09289140897
31,105530.77018659581
36,143826.99940916174
39,423053.72713321366
40,236606.84872762897
42,281588.43749336497
46,239709.5151240386
53,171726.2153250439
58,169255.34718071768
61,306672.39292028965
72,228809.01406049205
79,123238.82242182716
80,217773.57191655057
82,156073.50331880708
83,93631.05447267236
85,152974.11084714334
88,120379.72986941843
92,274915.5148054612
93,289122.36811996356
95,178881.94945915526
102,158915.90239515496
103,167040.51181065847
106,236276.3876862675
107,155031.79501477478
110,223269.0924247468
114,187494.66438981786
116,182068.04631858692
117,150002.83766908385
118,131784.81109064788
125,156759.13199665444
126,183127.73667478
127,128308.94920635065
128,217016.35535281347
134,148717.4239717793
135,196227.34234370184
137,241963.00758851404
143,143295.6140588783
147,131667.1293012524
148,174073.7452685623
150,116778.33285037623
156,133047.61709453425
157,127265.30949600307
159,141048.7096031887
161,299404.2343927397
167,136066.96912391292
170,110704.01695372858
171,95200.92778058855
175,102416.93523935291
179,123418.22155940729
181,105813.67439086395
186,187492.29495053735
193,191611.54081986105
194,95172.81698848557
206,107593.02217840374
208,144210.78606612034
210,179764.26292686784
211,86910.18461637285
212,107650.77579829565
214,83668.66944366404
215,146986.6751992621
217,133130.44708889528
222,164467.26327200182
227,139662.78332488032
228,149196.87633095618
233,215465.68810431572
235,111419.03932614547
238,135248.61884053116
241,162691.24084317958
252,175460.64065634154
253,171485.45896166476
256,151820.25398669293
257,139597.35101770074
258,186377.72475009246
259,172255.56813949044
261,162003.19140030863
263,117810.95737152643
266,229400.4371909689
267,222946.53619941004
270,145286.60649492923
271,254602.20432319693
276,115650.73188798351
285,160443.21720913047
288,70140.86700728362
289,135628.22495108808
290,111701.75204647226
291,144231.96771365835
292,105942.5631047139
293,193835.85095605114
294,222367.37020071794
295,164882.3346909695
304,101223.25962929269
322,334825.7197818477
326,157885.82411344483
327,102218.93393170726
328,139055.40966735667
331,98949.38705491758
332,92929.16344230327
333,109587.52124636526
335,145048.7378902609
337,157336.36132963284
342,119320.6315330045
343,167827.03758411104
347,172808.185856097
350,441802.01078347233
352,216275.23405605802
358,195958.07188808886
359,170505.6183056451
360,158030.8192754094
368,333005.8367977358
369,274341.60323609307
373,179684.339217305
377,276887.07242549054
383,193648.65104249388
386,216067.3775891866
387,215509.7275931256
390,160612.6181677081
391,142449.75148385591
395,149042.86290642736
397,145492.38976746827
398,110652.31265265087
401,111966.11402256481
404,136022.39177890727
408,127242.78048957139
409,140564.06482727802
410,140258.36424275115
418,134299.18961260616
422,450399.62376091984
427,319006.3771471275
431,429606.10270286334
433,602852.1611285373
437,385976.8594217017
438,264839.18551421486
442,351018.70576876943
447,217947.49992159285
459,362778.7791156281
460,247785.74700979295
464,189138.69484346727
465,182487.80669219623
467,185779.9089430428
468,191045.89039898795
474,176941.82373630127
480,205400.69233933632
481,199535.65128610923
483,212145.55224829208
488,187984.59406144565
492,172756.99392546556
494,174214.77315881185
499,330467.60862318054
500,254394.67257147748
501,294268.6287789454
503,248757.92064910522
506,240970.6332950486
508,236741.8791492124
511,278647.08074651146
515,232860.70777380888
519,227899.54922891455
521,254589.90738880914
530,225548.5046302439
532,219088.0295848243
534,174242.43244309997
540,160331.2503786372
541,133663.1537016443
551,154765.84004464853
552,164268.8539414477
554,82294.35569851348
555,111872.88957630972
556,124527.46132990663
557,121359.57630856369
565,250095.69834673117
566,297070.1656404123
567,152466.39432191488
569,231355.22880466067
570,196580.35330727318
574,211669.44748416357
575,348072.5585410051
576,203120.66164013132
577,199169.82260773546
578,230654.7595351057
583,233110.99334258452
584,211368.18378051973
585,156346.38343790814
587,180163.2740194481
593,218610.01539343482
597,201287.14515206448
598,155422.81525477918
599,146185.60342112175
600,118556.85168314025
605,143580.36351201974
607,146525.39682619748
608,151171.62977125132
611,161613.05019956903
616,110130.41230497838
625,161513.03464300107
629,132848.80418565703
630,115576.21809413617
631,142998.2295012529
640,161735.73081328528
642,149444.85524527862
643,146080.12389715455
646,99488.00820785595
647,158334.36500738995
655,90339.4930131266
659,113870.01198750467
663,69357.00660608648
665,99903.29321399612
667,185487.62071384524
673,149540.92460046953
676,145385.87910783873
680,137601.46115253007
682,136118.74801964205
687,139979.1442015414
688,144946.50080926
692,127029.03429310705
693,98256.7123755987
695,140127.74094918676
697,112151.83540375246
700,125110.28652915817
702,135739.61336510745
703,155633.69333463075
704,98799.86619426742
712,101211.25110555484
713,100369.6283793498
717,200877.20863171277
720,192356.26143855747
721,74297.60577339561
726,129401.20003191463
733,101417.44423269328
736,130690.489353582
738,101429.03448944341
741,119785.81823610829
743,59020.29567321684
745,101974.54580224343
750,131941.9014681051
756,93518.92590799676
757,131405.90339788256
758,131827.981264459
760,102523.66308026563
765,139850.2874654488
775,119742.01761738812
776,127554.24970960277
780,165547.00152017962
783,231696.8122925679
790,114910.71791746463
795,79292.41245748318
796,137888.544370084
