Id,SalePrice
2,125142.4931006518
4,264274.4928741766
6,196429.66438069058
7,218200.57421126027
17,206483.8269137556
18,325603.44649751607
22,180788.7222417373
27,115899.03471107956
31,107116.36552149947
36,148816.67266796122
39,386183.3029106588
40,233026.70503907997
42,294501.4438999312
46,222215.27782066932
53,171380.44970514963
58,174573.72537765195
61,323925.65454867575
72,238650.02644045505
79,121828.77667443498
80,217165.4256058866
82,160478.1693105197
83,98582.7685719609
85,147052.4784567435
88,121365.12974851734
92,279771.12503784255
93,301302.5167542651
95,189665.89085653741
102,166520.79264165869
103,173853.84527929153
106,232908.919675602
107,154539.6930822734
110,229043.318039297
114,198040.528962751
116,194022.14256056902
117,153204.31139536324
118,134540.43698965746
125,160484.8707279918
126,158773.33122919337
127,120991.26014158773
128,224332.94833093838
134,147529.1395088652
135,177144.3695228634
137,250628.3780980361
143,141727.34043852758
147,128294.71451881433
148,175333.81743260226
150,117433.30059024639
156,133838.0036541853
157,125782.0347569017
159,141487.53123586805
161,320872.41231583495
167,134238.9216426183
170,118625.9470460488
171,93214.98855310044
175,104023.12701592887
179,125186.98751701246
181,110450.55067118967
186,202201.57503366467
193,190156.0413362591
194,96346.91639118872
206,104391.72052541103
208,162372.6733617779
210,173445.0587153413
211,85174.42972858892
212,103321.69373377481
214,83419.90553494092
215,146779.49716797032
217,121876.58107166148
222,150411.3302464173
227,137784.65386916534
228,143979.49623727432
233,226933.24324125965
235,113926.25073887547
238,136867.64097604333
241,162697.5239144512
252,180430.6024651361
253,181570.9202975965
256,146520.43294431918
257,144919.09000883356
258,191569.79596709477
259,180039.04786134046
261,158189.02330384386
263,117386.71129057181
266,232053.30964870995
267,226836.54361430756
270,152759.15802591565
271,241365.17045710442
276,113529.34995947321
285,155393.65019865974
288,73437.44819162016
289,136821.71588453837
290,116920.8262882584
291,130632.97281019262
292,102868.85638079174
293,205662.25791204235
294,202435.17601169468
295,163020.05963223753
304,108100.83106839634
322,327994.02758851135
326,169025.50943103945
327,106108.31224662381
328,138119.10648150617
331,93979.06269974395
332,89274.63915733284
333,110814.1157017045
335,138988.45924427817
337,160129.2487168415
342,116114.60602461436
343,169942.92372670394
347,183227.1448124247
350,437748.8637123049
352,206411.51037824267
358,196405.78606340333
359,174509.673368316
360,161825.142034906
368,311704.87458653696
369,258761.3658166158
373,178355.87774638613
377,279994.4752490759
383,189234.74734030338
386,227196.72162154524
387,227766.96910117342
390,154626.8381112428
391,151755.82084505865
395,149638.32474737792
397,143537.8482563481
398,114963.25548559222
401,114744.39399008651
404,138616.4443476064
408,124517.07488387525
409,145337.48634917417
410,147180.67529241947
418,133014.046167903
422,461068.57458811544
427,358152.9187664701
431,422370.07647276076
433,590295.4235267006
437,372970.0008548899
438,274344.8552984677
442,361677.8905365223
447,209079.514081337
459,346539.44305247365
460,262095.70816954944
464,199771.31713154307
465,184504.04746993398
467,176274.57703553277
468,178586.8203769727
474,180840.61151631843
480,194918.07122563088
481,201220.24675183627
483,227105.73139334962
488,183754.98066839634
492,176274.29285507553
494,172354.6028983742
499,322509.819957374
500,265784.13682964945
501,300462.89537888183
503,256091.71233848872
506,241459.7682248624
508,242058.74545777164
511,290408.38170332054
515,228811.93975037488
519,216452.74554056014
521,255533.27137022183
530,229051.89168854133
532,218837.66311692836
534,180186.30769095806
540,163761.4771146658
541,126478.94839911212
551,158018.47134951927
552,164493.9919437017
554,83973.31637460653
555,109038.58972881621
556,124532.3049756586
557,125761.84562713852
565,254431.54398208222
566,305578.17625018954
567,149709.92034463576
569,220490.95429871522
570,207788.42688106393
574,218251.61419586686
575,333139.65595165984
576,195147.2593259082
577,195093.42096172526
578,241804.5699977069
583,222947.5479968692
584,223015.31405133987
585,153251.01427317676
587,182009.12236004786
593,222846.29105107245
597,198697.70384546588
598,165648.4955821532
599,149702.74020465292
600,120006.80040522502
605,154758.5620155427
607,152827.23052603155
608,145595.7574571278
611,168242.2162293449
616,114124.05355600905
625,167473.66850868473
629,132997.83110764532
630,123016.9308213659
631,141582.3265106729
640,166617.43735282155
642,151005.88309339582
643,138051.03270730848
646,106330.13150351796
647,155339.9591456631
655,92740.30492146243
659,112909.30606948806
663,68659.79879478946
665,109587.25431441847
667,197486.67970409011
673,153343.71682544582
676,145901.60291433308
680,132988.2827239099
682,137024.7542356443
687,144225.7981289125
688,146377.65781240538
692,127616.5917459642
693,106903.70172370058
695,136807.0330350592
697,122134.36864678242
700,134986.03092036545
702,134696.51653560903
703,149720.29334966457
704,92974.27619317907
712,104707.08540686297
713,92532.31276458112
717,210490.25903553728
720,188458.75832639905
721,76636.97681367998
726,140602.52686297378
733,103049.50130064054
736,127612.88367881015
738,107973.37684548483
741,126341.35505406556
743,61779.67289183308
745,103036.82838408601
750,140009.96068109915
756,100499.60338502811
757,134543.14436940814
758,119751.13332648441
760,101377.87233016094
765,137579.5628031218
775,121966.13725103968
776,122716.29912296648
780,177336.71355785165
783,215514.75127532327
790,115147.4221131623
795,78486.73478054076
796,137209.82529269333
797,137671.41684477573
798,110418.0317522084
804,208851.5909589227
805,217173.50925794174
806,243110.67363233445
808,127885.38298892246
814,160510.08027588835
818,304622.63953376526
821,263890.3718746878
822,332374.75125747477
825,301922.7864172687
827,257399.32997272979
830,195985.60023857432
834,212254.8340007763
835,165599.1359178313
842,138177.01467404253
845,207472.50765919138
852,206408.2456297109
857,143566.64541311684
858,144285.69622699774
859,126616.08875979902
860,118446.6679956374
861,133321.3201973541
864,247635.96000710357
868,189722.54009158988
869,200892.88405383108
872,300871.09872628184
873,220266.59450707285
885,102967.30880235633
890,121574.33196990704
895,98354.90830168495
899,72887.53911345838
906,117468.828530348
918,135705.92579028252
923,130265.5658140058
925,116432.48641247117
927,134587.4177200169
932,198314.59305901683
933,123802.32746441779
934,155312.25109013976
942,95860.10858087106
